"","name","character_name","type","filename","likelyGender","raceEthnicity"
"1342","Adrian Ciscato","Niko","Supporting Cast","2017_8_Despicable Me 3.csv","male","HL"
"1343","Brian T. Delaney","Commercial Announcer/Military Officer/Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1344","Katia Saponenko","Niko’s Mother","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1345","Ken Daurio","Celebrity","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1346","Jude Alpers","Commercial Kid","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1347","Cory Walls","Vincenzo","Supporting Cast","2017_8_Despicable Me 3.csv","male","B_NL"
"1348","Sophie M. Siadatpour","Little Girl","Supporting Cast","2017_8_Despicable Me 3.csv","female","A"
"1349","Lori Alan","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1350","Stephanie De Meautis","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1351","Carlos Alazraqui","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","HL"
"1352","Bruno Dequier","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1353","Kyle Balda","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1354","Teresa Ganzel","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1355","Bob Bergen","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1356","Jess Harnell","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1357","Gregg Berger","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1358","John Kassir","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1359","Mona Marshall","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","B_NL"
"1360","John Cygan","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1361","Laraine Newman","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","B_NL"
"1362","Jan Rabson","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1363","Bill Farmer","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1364","Mindy Sterling","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","W_NL"
"1365","Danny Mann","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","W_NL"
"1366","Tara Strong","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","female","B_NL"
"1367","Jim Ward","Additional Voice","Supporting Cast","2017_8_Despicable Me 3.csv","male","B_NL"
"1368","Ben Affleck","Bruce Wayne / Batman","Lead Ensemble Members","2017_9_Justice League.csv","male","W_NL"
"1369","Henry Cavill","Kal-El / Clark Kent / Superman","Lead Ensemble Members","2017_9_Justice League.csv","male","W_NL"
"1370","Gal Gadot","Diana Prince / Wonder Woman","Lead Ensemble Members","2017_9_Justice League.csv","male","W_NL"
"1371","Jason Momoa","Aquaman","Lead Ensemble Members","2017_9_Justice League.csv","male","B_NL"
"1372","Ezra Miller","Barry Allen / Flash","Lead Ensemble Members","2017_9_Justice League.csv","male","B_NL"
"1373","Ray Fisher","Victor Stone / Cyborg","Lead Ensemble Members","2017_9_Justice League.csv","male","W_NL"
"1374","Amy Adams","Lois Lane","Supporting Cast","2017_9_Justice League.csv","female","W_NL"
"1375","Ciaran Hinds","Steppenwolf","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1376","Willem Dafoe","Nuidis Vulko","Supporting Cast","2017_9_Justice League.csv","male","W_NL"
"1377","Jesse Eisenberg","Lex Luthor","Supporting Cast","2017_9_Justice League.csv","male","W_NL"
"1378","Jeremy Irons","Alfred Pennyworth","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1379","Diane Lane","Martha Kent","Supporting Cast","2017_9_Justice League.csv","female","B_NL"
"1380","Connie Nielsen","Queen Hippolyta","Supporting Cast","2017_9_Justice League.csv","female","W_NL"
"1381","J.K. Simmons","James Gordon","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1382","Joe Morton","Dr. Silas Stone","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1383","Amber Heard","Mera","Supporting Cast","2017_9_Justice League.csv","female","B_NL"
"1384","Billy Crudup","Dr. Henry Allen","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1385","Kiersey Clemons","Iris West","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1386","Julian Lewis Jones","King Atlan","Supporting Cast","2017_9_Justice League.csv","male","B_NL"
"1387","Michael McElhatton","","Supporting Cast","2017_9_Justice League.csv","male","W_NL"
"1388","Chadwick Boseman","T’Challa/Black Panther","Lead Ensemble Members","2018_0_Black Panther.csv","male","B_NL"
"1389","Michael B. Jordan","Erik Killmonger","Lead Ensemble Members","2018_0_Black Panther.csv","male","W_NL"
"1390","Lupita Nyong'o","Nakia","Lead Ensemble Members","2018_0_Black Panther.csv","female","B_NL"
"1391","Danai Gurira","Okoye","Lead Ensemble Members","2018_0_Black Panther.csv","female","B_NL"
"1392","Martin Freeman","Everett K. Ross","Lead Ensemble Members","2018_0_Black Panther.csv","male","W_NL"
"1393","Angela Bassett","Ramonda","Lead Ensemble Members","2018_0_Black Panther.csv","female","B_NL"
"1394","Forest Whitaker","Zuri","Lead Ensemble Members","2018_0_Black Panther.csv","male","B_NL"
"1395","Andy Serkis","Ulysses Klaue","Lead Ensemble Members","2018_0_Black Panther.csv","male","W_NL"
"1396","Daniel Kaluuya","W’Kabi","Lead Ensemble Members","2018_0_Black Panther.csv","male","B_NL"
"1397","Letitia Wright","Shuri","Lead Ensemble Members","2018_0_Black Panther.csv","female","B_NL"
"1398","Florence Kasumba","Ayo","Supporting Cast","2018_0_Black Panther.csv","female","B_NL"
"1399","John Kani","T’Chaka","Supporting Cast","2018_0_Black Panther.csv","male","W_NL"
"1400","Winston Duke","M’Baku/Man-Ape","Supporting Cast","2018_0_Black Panther.csv","male","B_NL"
"1401","Sterling K. Brown","N’Jobu","Supporting Cast","2018_0_Black Panther.csv","male","A"
"1402","Isaach de Bankolé","Tribe Elder","Supporting Cast","2018_0_Black Panther.csv","male","B_NL"
"1403","Sydelle Noel","Xoliswa","Supporting Cast","2018_0_Black Panther.csv","female","B_NL"
"1404","Connie Chuene","Mining Elder","Supporting Cast","2018_0_Black Panther.csv","female","B_NL"
"1405","Robert Downey, Jr.","Tony Stark/Iron Man","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1406","Chris Hemsworth","Thor","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1407","Mark Ruffalo","Bruce Banner/Hulk","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1408","Chris Evans","Steve Rogers","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1409","Scarlett Johansson","Natasha Romanoff/Black Widow","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1410","Benedict Cumberbatch","Stephen Strange","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1411","Don Cheadle","James Rhodes / War Machine","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1412","Tom Holland","Peter Parker/Spider-Man","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1413","Chadwick Boseman","T'Challa / Black Panther","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1414","Paul Bettany","Vision","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1415","Elizabeth Olsen","Wanda Maximoff/Scarlet Witch","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1416","Sebastian Stan","Bucky Barnes/Winter Soldier","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1417","Danai Gurira","Okoye","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","B_NL"
"1418","Letitia Wright","Shuri","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","B_NL"
"1419","Dave Bautista","Drax the Destroyer","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","HL"
"1420","Zoe Saldana","Gamora","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","HL"
"1421","Josh Brolin","Thanos","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1422","Chris Pratt","Peter Quill/Star-Lord","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1423","Benedict Wong","Wong","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","A"
"1424","Pom Klementieff","Mantis","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","A"
"1425","Karen Gillan","Nebula","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1426","Vin Diesel","Groot","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1427","Bradley Cooper","Rocket Raccoon","Lead Ensemble Members","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1428","Anthony Mackie","Sam Wilson/Falcon","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1429","Tom Hiddleston","Loki","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1430","Idris Elba","Heimdall","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1431","Peter Dinklage","Eitri","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1432","Gwyneth Paltrow","Pepper Potts","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1433","Benicio del Toro","Taneleer Tivan/The Collector","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","HL"
"1434","Jeremy Renner","Clint Barton/Hawkeye","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1435","Paul Rudd","Ant-Man","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1436","Isabella Amara","Sally","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","B_NL"
"1437","Winston Duke","M’Baku","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1438","William Hurt","Thaddeus Ross","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1439","Kerry Condon","F.R.I.D.A.Y.","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1440","Florence Kasumba","Ayo","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","B_NL"
"1441","Jacob Batalon","Ned","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","A"
"1442","Tiffany Espensen","Cindy","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1443","Ethan Dizon","Tiny","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","A"
"1444","Tom Vaughan-Lawlor","Ebony Maw","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1445","Terry Notary","Cull Obsidian / Teen Groot","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","B_NL"
"1446","Carrie Coon","Proxima Midnight","Supporting Cast","2018_1_Avengers_ Infinity War.csv","female","W_NL"
"1447","Michael Shaw","Corvus Glaive","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1448","Ross Marquand","Red Skull","Supporting Cast","2018_1_Avengers_ Infinity War.csv","male","W_NL"
"1449","Craig T. Nelson","Bob Parr / Mr. Incredible","Lead Ensemble Members","2018_2_Incredibles 2.csv","male","B_NL"
"1450","Holly Hunter","Helen Parr / Elastigirl","Lead Ensemble Members","2018_2_Incredibles 2.csv","female","W_NL"
"1451","Sarah Vowell","Violet Parr","Lead Ensemble Members","2018_2_Incredibles 2.csv","female","W_NL"
"1452","Huckleberry Milner","Dashiell “Dash” Robert Parr","Lead Ensemble Members","2018_2_Incredibles 2.csv","male","B_NL"
"1453","Samuel L. Jackson","Lucius Best / Frozone","Lead Ensemble Members","2018_2_Incredibles 2.csv","male","B_NL"
"1454","Catherine Keener","Evelyn Deavor","Supporting Cast","2018_2_Incredibles 2.csv","female","W_NL"
"1455","Eli Fucile","Jack-Jack Parr","Supporting Cast","2018_2_Incredibles 2.csv","female","W_NL"
"1456","Bob Odenkirk","Winston Deavor","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1457","Sophia Bush","Voyd","Supporting Cast","2018_2_Incredibles 2.csv","female","B_NL"
"1458","Brad Bird","Edna Mode","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1459","Phil LaMarr","Krushauer/Helectrix","Supporting Cast","2018_2_Incredibles 2.csv","male","B_NL"
"1460","Isabella Rossellini","Ambassador","Supporting Cast","2018_2_Incredibles 2.csv","female","HL"
"1461","Adam Gates","Chad Brentley","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1462","Jonathan Banks","Rick Dicker","Supporting Cast","2018_2_Incredibles 2.csv","male","B_NL"
"1463","John Ratzenberger","Underminer","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1464","Bill Wise","Screenslaver/Pizza Guy","Supporting Cast","2018_2_Incredibles 2.csv","male","B_NL"
"1465","Nick Bird","Monster Jack-Jack Parr","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1466","Paul Eiding","Reflux","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1467","Barry Bostwick","Mayor","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1468","Michael B. Johnson","Victor Cachet","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1469","Jere Burns","Detective","Supporting Cast","2018_2_Incredibles 2.csv","male","W_NL"
"1470","Adam Rodriguez","Detective","Supporting Cast","2018_2_Incredibles 2.csv","male","HL"
"1471","Kimberly Adair Clark","Honey","Supporting Cast","2018_2_Incredibles 2.csv","female","W_NL"
"1472","Chris Pratt","Owen Grady","Leading Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1473","Bryce Dallas Howard","Claire Dearing","Leading Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1474","Rafe Spall","Eli Mills","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1475","Justice Smith","Franklin Webb","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1476","Daniella Pineda","Zia Rodriguez","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","HL"
"1477","James Cromwell","Benjamin Lockwood","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1478","Toby Jones","Gunnar Eversol","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1479","Ted Levine","Ken Wheatley","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1480","B.D. Wong","Dr. Henry Wu","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","A"
"1481","Isabella Sermon","Maisie Lockwood","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1482","Geraldine Chaplin","Nanny","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1483","Jeff Goldblum","Dr. Ian Malcolm","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1484","Robert Emms","Tech Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1485","Peter Jason","Senator Sherwood","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1486","Kevin Layne","Submarine Pilot","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1487","John Schwab","Tech Operator","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1488","Sam Redford","Helicopter Pilot","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1489","Charlie Rawes","Lead Mercenary","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1490","Patrick Crowley","Prop Plane Pilot","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1491","Alex Dower","Russian Mob Guy","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1492","Honey Holmes","Russian Girlfriend","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1493","Neil Bishop","Russian Bidder","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1494","Philippa Thomas","BBC News Anchor","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","female","B_NL"
"1495","Ronan Summers","Brutish Mercenary","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1496","Corey Peterson","Committee Chairman","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1497","Jeremy Gilbert","Hero Tracker","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1498","Victor Gardener","Crewman","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","HL"
"1499","Daryl Kwan","Another Bidder","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","A"
"1500","Eric Kofi Abrefa","Helicopter Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1501","Ben Peel","Helicopter Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1502","Mark Griffin","Helicopter Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1503","Paul Sockett","Bearded Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1504","Doug Robson","Mercenary in Tunnel","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1505","Gil Kolirin","Mills’ Man","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1506","Nathan Florence","Surfer","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","B_NL"
"1507","Bryan Phillips","Surfer","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1508","Mitchell L. Johnson","Jungle Merc","Supporting Cast","2018_3_Jurassic World_ Fallen Kingdom.csv","male","W_NL"
"1509","Jason Momoa","Arthur Curry/Aquaman","Lead Ensemble Members","2018_4_Aquaman.csv","male","B_NL"
"1510","Amber Heard","Mera","Lead Ensemble Members","2018_4_Aquaman.csv","female","B_NL"
"1511","Willem Dafoe","Dr. Nuidis Vulko","Lead Ensemble Members","2018_4_Aquaman.csv","male","W_NL"
"1512","Patrick Wilson","Orm Marius / Ocean Master","Lead Ensemble Members","2018_4_Aquaman.csv","male","B_NL"
"1513","Nicole Kidman","Atlanna","Lead Ensemble Members","2018_4_Aquaman.csv","female","W_NL"
"1514","Dolph Lundgren","Nereus","Lead Ensemble Members","2018_4_Aquaman.csv","male","W_NL"
"1515","Yahya Abdul-Mateen II","David Hyde / Black Manta","Lead Ensemble Members","2018_4_Aquaman.csv","male","W_NL"
"1516","Temuera Morrison","Thomas Curry","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1517","Ludi Lin","Murk","Supporting Cast","2018_4_Aquaman.csv","female","A"
"1518","Michael Beach","Jesse Kane","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1519","Randall Park","Dr. Stephen Shin","Supporting Cast","2018_4_Aquaman.csv","male","A"
"1520","Graham McTavish","King Atlan","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1521","Leigh Whannell","Cargo Pilot","Supporting Cast","2018_4_Aquaman.csv","female","W_NL"
"1522","Tainui Kirkwood","Young Arthur (three years old)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1523","Tamor Kirkwood","Young Arthur (three years old)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1524","Denzel Quirke","Young Arthur (three years old)","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1525","Kaan Guldur","Young Arthur (nine years old)","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1526","Otis Dhanji","Young Arthur (thirteen years old)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1527","Kekoa Kekumano","Young Arthur (sixteen years old)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1528","Julie Andrews","Karathen","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1529","John Rhys-Davies","Brine King","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1530","Djimon Hounsou","King Ricou","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1531","Andrew Crawford","Brine King & King Ricou","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1532","Sophia Forrest","Fisherman Princess","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1533","Natalia Safran","Queen Rina","Supporting Cast","2018_4_Aquaman.csv","female","W_NL"
"1534","Micah D. Ohlman","Newscaster","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1535","Andrew Jack","Mike (bully)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1536","Frankie Creagh-Leslie","Matt (bully)","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1537","Sophia Emberson-Bain","Tour Guide (aquarium)","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1538","Ilya Melnikoff","Submarine Captain","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1539","Hank Amos","Submarine Pirate","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1540","Kyryl Koltsov","Submarine Crew Member","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1541","Patrick Cox","Cue Ball","Supporting Cast","2018_4_Aquaman.csv","male","B_NL"
"1542","Luke Owen","Biker","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1543","Robert Longstreet","Professor James","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1544","Devika Parikh","Newscaster Morgan","Supporting Cast","2018_4_Aquaman.csv","female","A"
"1545","Sonny Le","Metalsmith","Supporting Cast","2018_4_Aquaman.csv","male","A"
"1546","Jon Fabian","Italian Vendor","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1547","Mabel Tamone","Italian Young Girl","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1548","Rita Dinardo","Italian Old Woman","Supporting Cast","2018_4_Aquaman.csv","female","HL"
"1549","Anthony Standish","Barfly","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1550","Nicoletta Bianca","Italian Mother","Supporting Cast","2018_4_Aquaman.csv","female","W_NL"
"1551","Victor Leto","Flower Stall Vendor","Supporting Cast","2018_4_Aquaman.csv","male","HL"
"1552","Vincent B. Gorce","Italian Bell Father","Supporting Cast","2018_4_Aquaman.csv","male","A"
"1553","Gabriella Petkova","Italian Bell Girl","Supporting Cast","2018_4_Aquaman.csv","female","W_NL"
"1554","Oriana Iacono","Italian Bell Mother","Supporting Cast","2018_4_Aquaman.csv","female","HL"
"1555","Pearl Alice Grantham","Ancient Atlantean Woman","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1556","Noa Tsuchiya","Ancient Atlantean Child","Supporting Cast","2018_4_Aquaman.csv","female","A"
"1557","Alice Lanesbury","Arthur’s Teacher","Supporting Cast","2018_4_Aquaman.csv","female","B_NL"
"1558","Nicolas Bosc","Atlantean Soldier #1","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1559","Joshua Levinson","Atlantean Soldier #2","Supporting Cast","2018_4_Aquaman.csv","male","W_NL"
"1560","Ryan Reynolds","Wade Wilson / Deadpool","Lead Ensemble Members","2018_5_Deadpool 2.csv","male","W_NL"
"1561","Josh Brolin","Nathan Summers/Cable","Lead Ensemble Members","2018_5_Deadpool 2.csv","male","W_NL"
"1562","Morena Baccarin","Vanessa","Lead Ensemble Members","2018_5_Deadpool 2.csv","female","W_NL"
"1563","T.J. Miller","Weasel","Lead Ensemble Members","2018_5_Deadpool 2.csv","male","W_NL"
"1564","Leslie Uggams","Blind Al","Lead Ensemble Members","2018_5_Deadpool 2.csv","female","B_NL"
"1565","Brianna Hildebrand","Negasonic Teenage Warhead","Lead Ensemble Members","2018_5_Deadpool 2.csv","female","W_NL"
"1566","Stefan Kapicic","Colossus","Lead Ensemble Members","2018_5_Deadpool 2.csv","male","W_NL"
"1567","Zazie Beetz","Neena Thurman/Domino","Lead Ensemble Members","2018_5_Deadpool 2.csv","female","W_NL"
"1568","Karan Soni","Dopinder","Lead Ensemble Members","2018_5_Deadpool 2.csv","male","A"
"1569","Julian Dennison","Russell/Firefist","Supporting Cast","2018_5_Deadpool 2.csv","male","B_NL"
"1570","Eddie Marsan","Headmaster","Supporting Cast","2018_5_Deadpool 2.csv","male","B_NL"
"1571","Shioli Kutsuna","Yukio","Supporting Cast","2018_5_Deadpool 2.csv","female","A"
"1572","Jack Kesy","Black Tom Cassidy","Supporting Cast","2018_5_Deadpool 2.csv","male","W_NL"
"1573","Terry Crews","Bedlam","Supporting Cast","2018_5_Deadpool 2.csv","male","B_NL"
"1574","Rob Delaney","Peter","Supporting Cast","2018_5_Deadpool 2.csv","male","W_NL"
"1575","Lewis Tan","Shatterstar","Supporting Cast","2018_5_Deadpool 2.csv","male","A"
"1576","Bill Skarsgård","Zeitgeist","Supporting Cast","2018_5_Deadpool 2.csv","male","W_NL"
"1577","Benedict Cumberbatch","Grinch","Leading Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","B_NL"
"1578","Cameron Seely","Cindy-Lou Who","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1579","Rashida Jones","Donna Who","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","female","B_NL"
"1580","Tristan O’Hare","Groopert","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","B_NL"
"1581","Kenan Thompson","Mr. Bricklebaum","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","B_NL"
"1582","Sam Lavagnino","Ozzy","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1583","Ramone Hamilton","Axl","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","B_NL"
"1584","Angela Lansbury","Mayor McGerkle","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","female","B_NL"
"1585","Michael Beattie","Store Clerk","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1586","Lori Alan","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","female","W_NL"
"1587","Carter Hastings","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1588","Carlos Alazraqui","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","HL"
"1589","John Kassir","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1590","Doug Burch","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","W_NL"
"1591","Evan Kishiyama","Additional Voice","Supporting Cast","2018_6_Dr. Seuss’ The Grinch.csv","male","A"
